date,demand_mwh,AWND,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,TAVG_squared,month,day_of_week,year
2023-01-01,900387,8.72,0.0,0.0,0.0,66.0,77.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,1,6,2023
2023-01-02,971904,8.5,0.0,0.0,0.0,69.0,78.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4761.0,1,0,2023
2023-01-03,963741,7.16,0.0,0.0,0.0,65.0,69.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,1,1,2023
2023-01-04,984015,2.91,0.0,0.0,0.0,50.0,59.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,1,2,2023
2023-01-05,1012246,3.58,0.0,0.0,0.0,48.0,62.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,1,3,2023
2023-01-06,1014085,10.07,0.0,0.0,0.0,54.0,70.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,1,4,2023
2023-01-07,936255,10.07,0.0,0.0,0.0,60.0,65.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,1,5,2023
2023-01-08,930316,4.7,0.0,0.0,0.0,52.0,63.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,1,6,2023
2023-01-09,992613,7.16,0.0,0.0,0.0,52.0,69.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,1,0,2023
2023-01-10,982395,5.82,0.0,0.0,0.0,62.0,82.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,1,1,2023
2023-01-11,1003918,8.5,0.0,0.0,0.0,70.0,82.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,1,2,2023
2023-01-12,999240,17.45,0.0,0.0,0.0,58.0,69.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3364.0,1,3,2023
2023-01-13,1055306,5.59,0.0,0.0,0.0,46.0,58.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,1,4,2023
2023-01-14,1043441,9.62,0.0,0.0,0.0,49.0,62.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2401.0,1,5,2023
2023-01-15,969456,14.99,0.0,0.0,0.0,56.0,70.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,1,6,2023
2023-01-16,970258,8.72,0.0,0.0,0.0,67.0,76.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,1,0,2023
2023-01-17,984637,6.04,0.0,0.0,0.0,64.0,80.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,1,1,2023
2023-01-18,986459,9.62,0.0,0.0,0.0,66.0,72.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4356.0,1,2,2023
2023-01-19,979339,10.07,0.0,0.0,0.0,55.0,61.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,1,3,2023
2023-01-20,1026747,5.59,0.0,0.0,0.0,51.0,62.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,1,4,2023
2023-01-21,991664,7.61,0.0,0.0,0.0,51.0,57.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,1,5,2023
2023-01-22,1012803,11.41,0.0,0.0,0.0,46.0,55.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,1,6,2023
2023-01-23,1112921,5.82,0.0,0.0,0.0,44.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,1,0,2023
2023-01-24,1130378,11.18,0.85,0.0,0.0,45.0,49.0,35.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2025.0,1,1,2023
2023-01-25,1173183,9.17,0.0,0.0,0.0,39.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1521.0,1,2,2023
2023-01-26,1155178,4.7,0.0,0.0,0.0,41.0,55.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1681.0,1,3,2023
2023-01-27,1139006,7.16,0.0,0.0,0.0,46.0,61.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,1,4,2023
2023-01-28,1001478,9.62,0.0,0.0,0.0,53.0,68.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2809.0,1,5,2023
2023-01-29,1026041,12.3,0.0,0.0,0.0,51.0,64.0,30.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,1,6,2023
2023-01-30,1348106,11.86,0.01,0.0,0.0,29.0,31.0,26.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,841.0,1,0,2023
2023-01-31,1477577,10.96,0.56,1.0,0.0,26.0,28.0,25.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,676.0,1,1,2023
2023-02-01,1445087,7.61,0.12,0.3,1.2,28.0,31.0,27.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,784.0,2,2,2023
2023-02-02,1363012,7.61,0.23,0.0,1.2,31.0,35.0,31.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,961.0,2,3,2023
2023-02-03,1214477,4.03,0.0,0.0,0.0,36.0,53.0,28.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,2,4,2023
2023-02-04,1097838,7.38,0.0,0.0,0.0,44.0,57.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,2,5,2023
2023-02-05,978331,6.71,0.0,0.0,0.0,54.0,71.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,2,6,2023
2023-02-06,975204,14.09,0.0,0.0,0.0,62.0,73.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,2,0,2023
2023-02-07,999585,10.29,0.08,0.0,0.0,61.0,64.0,48.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3721.0,2,1,2023
2023-02-08,1070625,9.17,1.1,0.0,0.0,47.0,49.0,40.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2209.0,2,2,2023
2023-02-09,1071415,5.14,0.0,0.0,0.0,46.0,65.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,2,3,2023
2023-02-10,1110537,14.54,0.0,0.0,0.0,46.0,50.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2116.0,2,4,2023
2023-02-11,1121478,7.38,0.0,0.0,0.0,42.0,55.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1764.0,2,5,2023
2023-02-12,1055623,6.49,0.0,0.0,0.0,48.0,67.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2304.0,2,6,2023
2023-02-13,1034265,8.05,0.0,0.0,0.0,56.0,67.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3136.0,2,0,2023
2023-02-14,987340,12.3,0.52,0.0,0.0,62.0,71.0,52.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3844.0,2,1,2023
2023-02-15,1011064,10.51,0.0,0.0,0.0,62.0,78.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3844.0,2,2,2023
2023-02-16,1079070,19.46,0.0,0.0,0.0,51.0,61.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2601.0,2,3,2023
2023-02-17,1193015,7.61,0.0,0.0,0.0,40.0,51.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1600.0,2,4,2023
2023-02-18,1143925,7.61,0.0,0.0,0.0,43.0,54.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.0,2,5,2023
2023-02-19,998831,8.72,0.0,0.0,0.0,55.0,71.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,2,6,2023
2023-02-20,1009263,8.5,0.0,0.0,0.0,67.0,79.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,2,0,2023
2023-02-21,1042614,11.63,0.0,0.0,0.0,74.0,87.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5476.0,2,1,2023
2023-02-22,1057067,11.41,0.36,0.0,0.0,72.0,80.0,60.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,2,2,2023
2023-02-23,1044368,11.63,0.0,0.0,0.0,60.0,69.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,2,3,2023
2023-02-24,1075784,9.84,0.0,0.0,0.0,47.0,50.0,41.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,2,4,2023
2023-02-25,1054987,5.82,0.03,0.0,0.0,43.0,49.0,39.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1849.0,2,5,2023
2023-02-26,1014698,10.51,0.0,0.0,0.0,55.0,77.0,48.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3025.0,2,6,2023
2023-02-27,1033457,6.93,0.04,0.0,0.0,66.0,75.0,54.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4356.0,2,0,2023
2023-02-28,1052409,5.82,0.0,0.0,0.0,65.0,85.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,2,1,2023
2023-03-01,1066834,5.59,0.14,0.0,0.0,70.0,73.0,60.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4900.0,3,2,2023
2023-03-02,1054451,8.5,0.78,0.0,0.0,67.0,81.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4489.0,3,3,2023
2023-03-03,965861,10.96,0.46,0.0,0.0,55.0,65.0,47.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3025.0,3,4,2023
2023-03-04,952616,7.38,0.0,0.0,0.0,59.0,76.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,3,5,2023
2023-03-05,958783,11.41,0.0,0.0,0.0,66.0,77.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,3,6,2023
2023-03-06,1045528,7.83,0.0,0.0,0.0,69.0,82.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4761.0,3,0,2023
2023-03-07,1060452,5.82,0.0,0.0,0.0,69.0,72.0,61.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4761.0,3,1,2023
2023-03-08,1060396,8.5,0.09,0.0,0.0,59.0,66.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3481.0,3,2,2023
2023-03-09,1062432,6.71,0.21,0.0,0.0,60.0,71.0,55.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3600.0,3,3,2023
2023-03-10,1036192,7.61,0.0,0.0,0.0,56.0,67.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,3,4,2023
2023-03-11,1058699,10.96,0.0,0.0,0.0,66.0,86.0,57.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,3,5,2023
2023-03-12,954491,12.53,0.0,0.0,0.0,65.0,69.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,3,6,2023
2023-03-13,975333,8.95,0.0,0.0,0.0,53.0,61.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,3,0,2023
2023-03-14,990374,6.04,0.0,0.0,0.0,52.0,64.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2704.0,3,1,2023
2023-03-15,1000932,12.53,0.0,0.0,0.0,56.0,68.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,3,2,2023
2023-03-16,1026885,15.21,1.1,0.0,0.0,63.0,71.0,44.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3969.0,3,3,2023
2023-03-17,1034042,12.3,0.0,0.0,0.0,47.0,56.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,3,4,2023
2023-03-18,1033741,6.93,0.0,0.0,0.0,47.0,55.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,3,5,2023
2023-03-19,1042471,5.14,0.0,0.0,0.0,44.0,54.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1936.0,3,6,2023
2023-03-20,1123372,12.75,0.0,0.0,0.0,47.0,54.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2209.0,3,0,2023
2023-03-21,1042723,9.84,0.07,0.0,0.0,54.0,67.0,50.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2916.0,3,1,2023
2023-03-22,1060405,12.08,0.0,0.0,0.0,71.0,81.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5041.0,3,2,2023
2023-03-23,1105262,12.75,0.0,0.0,0.0,75.0,83.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5625.0,3,3,2023
2023-03-24,1083613,8.05,0.21,0.0,0.0,71.0,75.0,62.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5041.0,3,4,2023
2023-03-25,992589,5.37,0.0,0.0,0.0,65.0,77.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,3,5,2023
2023-03-26,976324,6.71,0.0,0.0,0.0,62.0,78.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,3,6,2023
2023-03-27,1029035,6.26,0.14,0.0,0.0,60.0,72.0,48.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3600.0,3,0,2023
2023-03-28,1006678,9.62,0.0,0.0,0.0,57.0,65.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3249.0,3,1,2023
2023-03-29,979426,6.49,0.0,0.0,0.0,56.0,65.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,3,2,2023
2023-03-30,1033207,12.53,0.0,0.0,0.0,64.0,73.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,3,3,2023
2023-03-31,1110051,14.32,0.11,0.0,0.0,75.0,85.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5625.0,3,4,2023
2023-04-01,1018634,7.16,0.0,0.0,0.0,68.0,77.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4624.0,4,5,2023
2023-04-02,1042246,9.4,0.05,0.0,0.0,67.0,79.0,58.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4489.0,4,6,2023
2023-04-03,1198391,10.29,0.0,0.0,0.0,75.0,92.0,64.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5625.0,4,0,2023
2023-04-04,1189678,13.87,0.0,0.0,0.0,77.0,82.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5929.0,4,1,2023
2023-04-05,1059087,12.53,0.14,0.0,0.0,68.0,77.0,53.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4624.0,4,2,2023
2023-04-06,989325,9.62,0.0,0.0,0.0,55.0,58.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3025.0,4,3,2023
2023-04-07,977502,6.93,0.0,0.0,0.0,56.0,61.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,4,4,2023
2023-04-08,933350,4.25,0.0,0.0,0.0,61.0,75.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,4,5,2023
2023-04-09,928353,4.03,0.0,0.0,0.0,64.0,73.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4,6,2023
2023-04-10,987506,5.59,0.0,0.0,0.0,65.0,74.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4225.0,4,0,2023
2023-04-11,1014484,4.47,0.0,0.0,0.0,66.0,76.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,4,1,2023
2023-04-12,1023999,7.83,0.0,0.0,0.0,66.0,78.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,4,2,2023
2023-04-13,1040922,7.16,0.0,0.0,0.0,68.0,79.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4624.0,4,3,2023
2023-04-14,1063588,12.75,0.0,0.0,0.0,69.0,78.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4761.0,4,4,2023
2023-04-15,1110600,14.54,0.0,0.0,0.0,74.0,81.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5476.0,4,5,2023
2023-04-16,952023,8.05,0.0,0.0,0.0,62.0,73.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3844.0,4,6,2023
2023-04-17,1008474,8.05,0.0,0.0,0.0,64.0,79.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4,0,2023
2023-04-18,1045017,12.75,0.0,0.0,0.0,67.0,73.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,4,1,2023
2023-04-19,1123453,14.54,0.0,0.0,0.0,72.0,83.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,4,2,2023
2023-04-20,1130973,11.18,0.21,0.0,0.0,75.0,84.0,63.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,5625.0,4,3,2023
2023-04-21,1047353,7.16,0.0,0.0,0.0,66.0,77.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4356.0,4,4,2023
2023-04-22,987450,8.5,0.0,0.0,0.0,64.0,73.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4,5,2023
2023-04-23,925512,7.38,0.04,0.0,0.0,53.0,58.0,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2809.0,4,6,2023
2023-04-24,966003,7.38,0.0,0.0,0.0,56.0,70.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3136.0,4,0,2023
2023-04-25,1012040,9.84,0.01,0.0,0.0,64.0,72.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4096.0,4,1,2023
2023-04-26,1076975,8.5,1.01,0.0,0.0,61.0,64.0,56.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3721.0,4,2,2023
2023-04-27,1036941,9.62,0.0,0.0,0.0,62.0,69.0,55.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3844.0,4,3,2023
2023-04-28,1048914,9.84,0.81,0.0,0.0,62.0,73.0,53.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3844.0,4,4,2023
2023-04-29,933696,14.76,0.0,0.0,0.0,60.0,72.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3600.0,4,5,2023
2023-04-30,996622,6.26,0.0,0.0,0.0,67.0,82.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,4,6,2023
2023-05-01,1056754,5.82,0.0,0.0,0.0,67.0,77.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4489.0,5,0,2023
2023-05-02,1088540,5.37,0.0,0.0,0.0,69.0,82.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4761.0,5,1,2023
2023-05-03,1116853,6.93,0.0,0.0,0.0,73.0,82.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,5,2,2023
2023-05-04,1133292,9.84,0.0,0.0,0.0,72.0,83.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,5,3,2023
2023-05-05,1296486,9.4,0.0,0.0,0.0,79.0,93.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6241.0,5,4,2023
2023-05-06,1227683,10.96,0.27,0.0,0.0,81.0,87.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6561.0,5,5,2023
2023-05-07,1145795,11.41,0.02,0.0,0.0,76.0,85.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5776.0,5,6,2023
2023-05-08,1240558,9.62,0.23,0.0,0.0,78.0,87.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6084.0,5,0,2023
2023-05-09,1160955,9.62,0.0,0.0,0.0,77.0,83.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5929.0,5,1,2023
2023-05-10,1127034,4.92,0.15,0.0,0.0,73.0,75.0,66.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5329.0,5,2,2023
2023-05-11,1242473,9.62,0.0,0.0,0.0,74.0,87.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5476.0,5,3,2023
2023-05-12,1296057,12.75,0.0,0.0,0.0,80.0,87.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6400.0,5,4,2023
2023-05-13,1113766,6.49,0.0,0.0,0.0,78.0,85.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6084.0,5,5,2023
2023-05-14,1078116,4.7,0.47,0.0,0.0,74.0,76.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5476.0,5,6,2023
2023-05-15,1178670,5.14,0.13,0.0,0.0,74.0,86.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5476.0,5,0,2023
2023-05-16,1146225,6.71,0.0,0.0,0.0,73.0,78.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5329.0,5,1,2023
2023-05-17,1174261,3.8,0.0,0.0,0.0,72.0,85.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,5,2,2023
2023-05-18,1229837,5.37,0.0,0.0,0.0,76.0,87.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5776.0,5,3,2023
2023-05-19,1282016,7.61,0.41,0.0,0.0,80.0,91.0,70.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6400.0,5,4,2023
2023-05-20,1131882,9.84,0.0,0.0,0.0,71.0,80.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5041.0,5,5,2023
2023-05-21,1047128,3.36,0.0,0.0,0.0,70.0,77.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4900.0,5,6,2023
2023-05-22,1174389,4.47,0.0,0.0,0.0,72.0,84.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5184.0,5,0,2023
2023-05-23,1237063,7.16,0.0,0.0,0.0,76.0,85.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5776.0,5,1,2023
2023-05-24,1225181,6.93,0.02,0.0,0.0,77.0,86.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5929.0,5,2,2023
2023-05-25,1222690,5.82,0.0,0.0,0.0,76.0,84.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5776.0,5,3,2023
2023-05-26,1225135,5.82,0.0,0.0,0.0,78.0,87.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,5,4,2023
2023-05-27,1177019,6.71,0.0,0.0,0.0,78.0,86.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,5,5,2023
2023-05-28,1147942,6.49,0.02,0.0,0.0,78.0,86.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,5,6,2023
2023-05-29,1186108,6.71,0.0,0.0,0.0,78.0,89.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6084.0,5,0,2023
2023-05-30,1243409,4.47,0.07,0.0,0.0,74.0,88.0,67.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5476.0,5,1,2023
2023-05-31,1284405,5.37,0.0,0.0,0.0,78.0,90.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6084.0,5,2,2023
2023-06-01,1296120,7.16,0.0,0.0,0.0,81.0,89.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6561.0,6,3,2023
2023-06-02,1314539,7.61,0.0,0.0,0.0,83.0,91.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6889.0,6,4,2023
2023-06-03,1254083,5.59,0.17,0.0,0.0,80.0,92.0,69.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6400.0,6,5,2023
2023-06-04,1158113,4.92,0.0,0.0,0.0,76.0,89.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5776.0,6,6,2023
2023-06-05,1197644,5.59,0.09,0.0,0.0,76.0,86.0,65.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5776.0,6,0,2023
2023-06-06,1221178,2.46,0.06,0.0,0.0,78.0,88.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6084.0,6,1,2023
2023-06-07,1280398,2.24,0.91,0.0,0.0,79.0,90.0,67.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6241.0,6,2,2023
2023-06-08,1282377,3.58,0.0,0.0,0.0,77.0,92.0,68.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5929.0,6,3,2023
2023-06-09,1371813,5.59,0.0,0.0,0.0,81.0,94.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6561.0,6,4,2023
2023-06-10,1386920,8.5,0.0,0.0,0.0,86.0,94.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7396.0,6,5,2023
2023-06-11,1379457,7.38,1.65,0.0,0.0,83.0,99.0,71.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6889.0,6,6,2023
2023-06-12,1403965,9.17,0.0,0.0,0.0,77.0,87.0,72.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5929.0,6,0,2023
2023-06-13,1372363,5.82,0.81,0.0,0.0,75.0,78.0,69.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5625.0,6,1,2023
2023-06-14,1429940,5.14,0.0,0.0,0.0,80.0,91.0,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6400.0,6,2,2023
2023-06-15,1509471,8.5,0.0,0.0,0.0,84.0,92.0,75.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7056.0,6,3,2023
2023-06-16,1490977,10.51,0.0,0.0,0.0,83.0,97.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6889.0,6,4,2023
2023-06-17,1463365,7.61,0.0,0.0,0.0,84.0,96.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7056.0,6,5,2023
